Region,Month of Period End,Property Type,Region Type,Seasonally Adjusted,State Code,City,last_updated,Measure Display,parent_metro_region,Period Begin,Period End,State,Table Id,Worksheet Filter,active_listings,active_listings_mom,active_listings_yoy,Avg Sale To List,Avg Sale To List Mom,Avg Sale To List Yoy,Homes Sold,Homes Sold Mom,Homes Sold Yoy,Inventory,Inventory Mom,Inventory Yoy,Median Dom,Median Dom Mom,Median Dom Yoy,Median List Ppsf,Median List Ppsf Mom,Median List Ppsf Yoy,Median List Price,Median List Price Mom,Median List Price Yoy,Median Ppsf,Median Ppsf Mom,Median Ppsf Yoy,Median Sale Price,Median Sale Price Mom,Median Sale Price Yoy,months_of_supply,months_of_supply_mom,months_of_supply_yoy,New Listings,New Listings Mom,New Listings Yoy,Number of Records,off_market_in_two_weeks,off_market_in_two_weeks_mom,off_market_in_two_weeks_yoy,parent_metro_region_metro_code,pending_sales,pending_sales_mom,pending_sales_yoy,Period Duration,Price Drops,Price Drops Mom,Price Drops Yoy,property_type_id,region_type_id,Sold Above List,Sold Above List Mom,Sold Above List Yoy
 National,December 2015,All Residential,National,False,US,National,9/13/2020 2:44:56 PM,,,12/1/2015,12/31/2015,U.S.,1400,Value,2122864,-0.092487589,-0.041434766,0.974012927,0.0%,0.4%,489030,24.1%,9.7%,1615706,-10.4%,-6.8%,60,4,-7,126,-0.024987670,0.077934791,229218,-0.036504474,0.084903988,128,0.003793401,0.074095285,$238K,1.6%,7.0%,3.303898667,-1.273326340,-0.587096783,337389,-22.0%,2.8%,1,0.256001969,-0.028993996,0.026091580,,277804,-13.6%,13.7%,30,0.092703865,-0.022903202,0.018438752,-1,11,0.191439956,-0.004338768,0.022311413
 National,February 2017,All Residential,National,False,US,National,9/13/2020 2:44:56 PM,,,2/1/2017,2/28/2017,U.S.,1400,Value,1962729,0.028675956,-0.093158588,0.977187395,0.2%,0.4%,369326,2.3%,1.0%,1446179,2.2%,-11.8%,60,0,-9,145,0.018124119,0.055368727,277548,0.040973220,0.056269883,134,-0.009056725,0.079457692,$247K,0.1%,8.6%,3.915716001,-0.002645333,-0.566342894,569462,12.4%,-2.6%,1,0.461382223,0.082289848,0.037165159,,344754,15.3%,6.3%,30,0.102566539,-0.003532028,-0.035681981,-1,11,0.208963553,0.012204910,0.012893487
 National,December 2012,All Residential,National,False,US,National,9/13/2020 2:44:56 PM,,,12/1/2012,12/31/2012,U.S.,1400,Value,2093776,-0.083540828,-0.162907839,0.968995952,0.0%,1.1%,391200,-1.8%,8.9%,1666931,-8.6%,-18.7%,76,3,-19,100,-0.031530967,0.101490224,180203,-0.035454221,0.133251014,105,0.010645813,0.111947226,$193K,2.0%,13.7%,4.261063788,-0.315283216,-1.443257735,297098,-22.9%,-6.9%,1,0.269368466,0.000290874,0.059874786,,207831,-15.1%,12.8%,30,0.043769583,-0.005119532,-0.009917342,-1,11,0.206754957,0.004323250,0.038359409
 National,July 2013,All Residential,National,False,US,National,9/13/2020 2:44:56 PM,,,7/1/2013,7/31/2013,U.S.,1400,Value,2562715,0.017513531,-0.026419548,0.980203797,0.0%,0.9%,548495,4.2%,21.6%,1983624,1.6%,-6.0%,52,0,-16,119,-0.007025693,0.120848355,221931,-0.017427605,0.145586341,116,0.008928787,0.117440719,$220K,0.5%,14.5%,3.616485239,-0.092308179,-1.057718025,648056,-0.1%,19.9%,1,0.309262317,-0.028754545,0.030797653,,397823,0.6%,27.8%,30,0.064899635,0.008947952,0.003574757,-1,11,0.243764519,-0.004887018,0.038833380
 National,September 2013,All Residential,National,False,US,National,9/13/2020 2:44:56 PM,,,9/1/2013,9/30/2013,U.S.,1400,Value,2499150,-0.022164245,0.007761874,0.975816795,-0.3%,0.6%,448002,-16.6%,14.2%,1990299,0.3%,-1.0%,58,4,-14,120,0.022789315,0.118923395,218845,0.013788126,0.119324743,115,-0.017488913,0.119629535,$210K,-3.3%,12.2%,4.442604638,0.749975231,-0.679950921,548987,-10.2%,14.8%,1,0.276274685,-0.012910518,-0.019502522,,320443,-15.3%,21.8%,30,0.072493066,0.005031515,0.013855453,-1,11,0.218503604,-0.013517581,0.013866590
 National,November 2014,All Residential,National,False,US,National,9/13/2020 2:44:56 PM,,,11/1/2014,11/30/2014,U.S.,1400,Value,2401109,-0.080118741,0.024408894,0.970715603,-0.1%,-0.2%,378599,-21.2%,-1.5%,1905627,-6.2%,2.3%,64,2,-1,121,-0.035218614,0.055645718,220612,-0.038279836,0.061524413,120,-0.002537144,0.046354624,$220K,0.4%,5.9%,5.033354442,0.806755855,0.183787396,398121,-28.5%,-1.7%,1,0.258762698,-0.010068173,0.003190514,,279135,-18.4%,1.3%,30,0.089342728,-0.028946652,0.021876564,-1,11,0.175350042,-0.003013517,-0.024357040
 National,April 2017,All Residential,National,False,US,National,9/13/2020 2:44:56 PM,,,4/1/2017,4/30/2017,U.S.,1400,Value,2222795,0.017248459,-0.096740564,0.985038332,0.4%,0.3%,516942,-3.2%,-1.9%,1586017,4.1%,-11.6%,41,-9,-8,149,0.001034937,0.051983416,287152,-0.004381417,0.047554890,141,0.019213324,0.070917124,$263K,2.1%,7.2%,3.068072414,0.216467580,-0.336508185,727778,-5.1%,-6.1%,1,0.449698543,-0.014799313,0.024536542,,498488,3.5%,-0.4%,30,0.107518791,-0.002200234,-0.008638297,-1,11,0.265073809,0.028726076,0.021824732
 National,November 2017,All Residential,National,False,US,National,9/13/2020 2:44:56 PM,,,11/1/2017,11/30/2017,U.S.,1400,Value,2050077,-0.082055927,-0.054874988,0.980854937,-0.1%,0.3%,495462,-6.0%,4.1%,1479362,-7.9%,-8.2%,46,2,-5,149,-0.008162894,0.074553937,273957,-0.002604062,0.076986087,146,0.003579283,0.061759952,$270K,0.8%,6.1%,2.985819665,-0.062890929,-0.399840484,459948,-20.2%,3.8%,1,0.324362289,-0.023463401,0.021589025,,383460,-12.9%,8.0%,30,0.116834112,-0.024503356,-0.028768214,-1,11,0.224826537,-0.006671903,0.015178585
 National,December 2018,All Residential,National,False,US,National,9/13/2020 2:44:56 PM,,,12/1/2018,12/31/2018,U.S.,1400,Value,1884136,-0.115524261,0.049524686,0.977430147,-0.2%,-0.3%,445037,-7.2%,-10.9%,1406298,-10.9%,8.2%,51,5,1,149,-0.039492010,0.034516335,270770,-0.041071922,0.029010252,149,-0.013828065,0.027800097,$277K,-0.6%,2.3%,3.159951877,-0.129283533,0.559636738,317533,-31.7%,-3.2%,1,0.270393541,-0.017080236,-0.038773239,,292344,-20.4%,-5.8%,30,0.099954487,-0.049128446,0.020434746,-1,11,0.191282189,-0.013653351,-0.021423584
 National,October 2012,All Residential,National,False,US,National,9/13/2020 2:44:56 PM,,,10/1/2012,10/31/2012,U.S.,1400,Value,2450535,-0.011841930,-0.123931706,0.969731212,0.0%,1.2%,423079,7.8%,23.2%,1936114,-3.7%,-16.7%,73,1,-18,106,-0.016215062,0.052728705,191188,-0.022132770,0.072648057,102,-0.003980418,0.090477417,$185K,-1.1%,9.8%,4.576241372,-0.546314187,-2.195646708,485365,1.5%,5.7%,1,0.296604426,0.000827219,0.059364836,,286769,9.0%,32.8%,30,0.059010545,0.000372932,-0.015109420,-1,11,0.206241055,0.001604042,0.039268425
 National,December 2013,All Residential,National,False,US,National,9/13/2020 2:44:56 PM,,,12/1/2013,12/31/2013,U.S.,1400,Value,2149710,-0.082847870,0.026714308,0.970763833,-0.2%,0.2%,408673,6.4%,4.5%,1698019,-8.9%,1.9%,68,4,-8,110,-0.037669489,0.096897576,196994,-0.052121144,0.093178170,114,-0.000640707,0.090545130,$212K,1.9%,9.6%,4.154952006,-0.694615040,-0.106111782,305918,-24.4%,3.0%,1,0.222283238,-0.033288946,-0.047085227,,229297,-16.8%,10.3%,30,0.096809714,0.029343550,0.053040131,-1,11,0.190772221,-0.008934861,-0.015982736
 National,May 2014,All Residential,National,False,US,National,9/13/2020 2:44:56 PM,,,5/1/2014,5/31/2014,U.S.,1400,Value,2590465,0.036966741,0.035200987,0.976977514,0.1%,-0.3%,507516,14.2%,-5.1%,1963564,3.9%,2.7%,52,-7,-2,127,0.010747884,0.061512931,244852,0.015246048,0.072913804,119,0.016680938,0.065659847,$222K,3.1%,6.0%,3.868969855,-0.385058267,0.294191644,741741,3.4%,5.4%,1,0.348845556,-0.015754310,-0.013273556,,451952,8.3%,8.3%,30,0.099519856,0.011764826,0.044700865,-1,11,0.215869541,0.004387490,-0.029522093
 National,July 2015,All Residential,National,False,US,National,9/13/2020 2:44:56 PM,,,7/1/2015,7/31/2015,U.S.,1400,Value,2732916,0.001116990,0.022384039,0.980560009,-0.1%,0.4%,624705,-1.4%,16.9%,2062443,0.7%,-2.5%,45,0,-1,131,-0.008432452,0.048911429,247117,-0.011656819,0.054389186,129,0.001790386,0.056210491,$242K,-1.1%,6.0%,3.301465059,0.070544020,-0.654190874,723098,-4.2%,7.6%,1,0.317071857,-0.020273579,0.006768335,,482274,-4.5%,23.5%,30,0.137560070,0.007944540,0.042093763,-1,11,0.229946227,-0.007661214,0.022822546
 National,September 2016,All Residential,National,False,US,National,9/13/2020 2:44:56 PM,,,9/1/2016,9/30/2016,U.S.,1400,Value,2434573,-0.033403372,-0.064459632,0.980129647,-0.2%,0.3%,552047,-10.1%,5.0%,1830744,-1.1%,-8.6%,47,3,-3,144,0.034762352,0.078980406,267759,0.032692652,0.075169762,136,-0.002930945,0.072109173,$253K,-1.1%,8.1%,3.316279217,0.303201149,-0.492936915,611739,-7.0%,1.4%,1,0.322883464,-0.008942441,0.016477539,,416733,-13.2%,5.2%,30,0.135133331,-0.005301157,-0.007381355,-1,11,0.224224267,-0.013920559,0.018630096
 National,May 2018,All Residential,National,False,US,National,9/13/2020 2:44:56 PM,,,5/1/2018,5/31/2018,U.S.,1400,Value,2282668,0.066186687,-0.034188994,0.989451093,0.2%,0.2%,633938,16.3%,0.4%,1570615,7.2%,-4.5%,33,-4,-5,159,0.001792736,0.063156170,307487,0.003073966,0.068993942,153,0.008115248,0.062966461,$287K,2.1%,6.8%,2.477553169,-0.211726362,-0.128367089,839664,8.1%,4.5%,1,0.453700298,-0.017062224,0.023662199,,588392,8.1%,2.4%,30,0.141163381,0.018205886,0.020449920,-1,11,0.294591360,0.012238002,0.015741033
 National,July 2019,All Residential,National,False,US,National,9/13/2020 2:44:56 PM,,,7/1/2019,7/31/2019,U.S.,1400,Value,2382382,0.003974550,0.015516987,0.985843761,-0.1%,-0.2%,636452,1.9%,2.0%,1681451,-0.9%,0.8%,36,1,4,160,-0.010519611,0.022227640,299540,-0.024486474,0.029502730,158,-0.004509441,0.030556431,$299K,-1.2%,4.2%,2.641912620,-0.074539982,-0.032180334,705467,-4.3%,-2.0%,1,0.356993369,-0.037526083,-0.016900579,,542584,1.1%,0.1%,30,0.169229544,0.008206610,0.006737135,-1,11,0.253264291,-0.009589856,-0.025707176
 National,August 2019,All Residential,National,False,US,National,9/13/2020 2:44:56 PM,,,8/1/2019,8/31/2019,U.S.,1400,Value,2332120,-0.021097066,-0.010987939,0.984132401,-0.2%,-0.1%,627929,-1.3%,-1.9%,1660309,-1.3%,-1.8%,39,3,3,160,-0.001514233,0.025400506,294913,-0.015446475,0.029010086,158,-0.003666101,0.029357513,$296K,-1.1%,4.0%,2.644102119,0.002189499,0.002633740,672484,-4.7%,-5.3%,1,0.351910521,-0.005082848,-0.004860748,,503410,-7.2%,-1.9%,30,0.172466661,0.003237117,0.000281623,-1,11,0.238182885,-0.015081407,-0.015820146
 National,June 2020,All Residential,National,False,US,National,9/13/2020 2:44:56 PM,,,6/1/2020,6/30/2020,U.S.,1400,Value,1977234,0.035684645,-0.166761344,0.986949272,0.2%,0.0%,587635,39.5%,-5.9%,1219863,-5.4%,-28.1%,39,1,3,176,0.018150791,0.090275990,335001,0.006469414,0.090997679,162,0.029011999,0.022214041,$310K,3.9%,2.4%,2.075884603,-0.984509023,-0.640568000,706097,11.8%,-4.2%,1,0.468888707,0.037017338,0.074369255,,584277,19.8%,8.9%,30,0.126548928,0.003324878,-0.034474005,-1,11,0.267999209,0.012056329,0.005145062
 National,March 2012,All Residential,National,False,US,National,9/13/2020 2:44:56 PM,,,3/1/2012,3/31/2012,U.S.,1400,Value,2633522,0.046566699,-0.134310057,0.961921570,0.4%,0.6%,394034,29.3%,7.7%,2120173,2.0%,-16.3%,93,-4,-12,108,0.021291589,0.005171154,199469,0.036508886,0.029326584,94,0.049742212,0.020042066,$171K,6.5%,3.7%,5.380684661,-1.441347952,-1.536574024,623807,21.2%,-4.3%,1,0.333003240,0.008790498,0.059495409,,285705,31.1%,17.5%,30,0.059896961,0.000477040,-0.019487379,-1,11,0.182658264,0.006989791,0.012806693
 National,May 2012,All Residential,National,False,US,National,9/13/2020 2:44:56 PM,,,5/1/2012,5/31/2012,U.S.,1400,Value,2701969,0.014662974,-0.130564304,0.968700386,0.3%,0.9%,464281,14.7%,16.9%,2163303,0.3%,-16.9%,72,-8,-17,108,0.008202799,-0.003204245,201170,0.009043293,0.009128633,102,0.034468327,0.062540841,$186K,4.6%,7.7%,4.659464510,-0.664453523,-1.896595954,609587,0.3%,0.5%,1,0.306535569,-0.017374724,0.062499759,,336533,8.7%,22.4%,30,0.059228793,0.002652488,-0.017714916,-1,11,0.199133483,0.010652344,0.031022292
 National,June 2013,All Residential,National,False,US,National,9/13/2020 2:44:56 PM,,,6/1/2013,6/30/2013,U.S.,1400,Value,2518605,0.006484404,-0.059627209,0.980697378,0.1%,1.0%,526615,-1.5%,7.9%,1953106,2.2%,-9.0%,52,-3,-16,120,-0.002130217,0.108800105,225867,-0.010275890,0.131924279,115,0.027991487,0.101777223,$219K,4.6%,12.5%,3.708793418,0.134015207,-0.688415566,648538,-7.8%,12.5%,1,0.338016862,-0.024102250,0.046084296,,395581,-5.2%,22.5%,30,0.055951683,0.001132692,-0.004321907,-1,11,0.248651537,0.003259904,0.047317227
 National,August 2015,All Residential,National,False,US,National,9/13/2020 2:44:56 PM,,,8/1/2015,8/31/2015,U.S.,1400,Value,2668798,-0.023461137,-0.001453307,0.978856259,-0.2%,0.4%,564118,-9.7%,9.6%,2032207,-1.5%,-3.4%,47,2,-4,130,-0.003933448,0.055467121,240542,-0.026607211,0.048948664,128,-0.005521350,0.056677157,$240K,-1.1%,5.9%,3.602449346,0.300984287,-0.486846543,642385,-11.2%,7.2%,1,0.311240750,-0.005831107,0.030679678,,442251,-8.3%,17.4%,30,0.136798703,-0.000761367,0.040851966,-1,11,0.218197989,-0.011748238,0.027350984
 National,June 2017,All Residential,National,False,US,National,9/13/2020 2:44:56 PM,,,6/1/2017,6/30/2017,U.S.,1400,Value,2404836,0.017501018,-0.059139285,0.987629983,0.1%,0.3%,692914,9.7%,4.8%,1704387,3.6%,-8.9%,35,-2,-5,148,-0.011308299,0.053666277,282746,-0.017019183,0.053741982,146,0.017667918,0.069768745,$277K,3.1%,6.9%,2.459737955,-0.146182303,-0.371002972,784998,-2.3%,3.7%,1,0.393196639,-0.036841461,0.027868231,,554647,-3.5%,7.4%,30,0.131983048,0.011269587,-0.006381913,-1,11,0.284316224,0.005465897,0.027790647
 National,December 2017,All Residential,National,False,US,National,9/13/2020 2:44:56 PM,,,12/1/2017,12/31/2017,U.S.,1400,Value,1795228,-0.124311875,-0.069017166,0.979996828,-0.1%,0.3%,499650,0.8%,0.3%,1299249,-12.2%,-8.9%,51,5,-4,144,-0.031900294,0.075673628,263136,-0.039497358,0.074186072,145,-0.007418914,0.068312511,$271K,0.4%,6.7%,2.600315139,-0.385504527,-0.265316330,327986,-28.7%,-1.1%,1,0.309166780,-0.015195509,0.024640297,,310261,-19.1%,5.3%,30,0.079519741,-0.037314371,-0.001929065,-1,11,0.212705773,-0.012120764,0.010755891
 National,April 2020,All Residential,National,False,US,National,9/13/2020 2:44:56 PM,,,4/1/2020,4/30/2020,U.S.,1400,Value,1765985,-0.073659017,-0.217151002,0.987858663,0.2%,0.4%,436855,-13.9%,-20.7%,1297460,-1.5%,-17.0%,35,-9,-6,166,-0.011481252,0.011325092,316644,-0.016677352,-0.001502178,160,-0.008522279,0.027182698,$304K,0.2%,4.8%,2.969998203,0.374376477,0.131812760,468128,-29.0%,-40.1%,1,0.365549208,-0.112284961,-0.082672914,,363975,-18.1%,-32.5%,30,0.108178842,-0.007075099,-0.032034857,-1,11,0.281799795,0.028032775,0.041564619
 National,May 2020,All Residential,National,False,US,National,9/13/2020 2:44:56 PM,,,5/1/2020,5/31/2020,U.S.,1400,Value,1909108,0.081044218,-0.196303371,0.985273108,-0.3%,-0.1%,421351,-3.5%,-34.9%,1289500,-0.6%,-22.2%,38,3,1,173,0.040942556,0.051702138,332847,0.051171049,0.046699128,158,-0.015730479,-0.001699771,$299K,-1.6%,0.3%,3.060393626,0.090395423,0.499670722,631716,34.9%,-24.4%,1,0.431871369,0.066322161,0.005672441,,487738,34.0%,-14.8%,30,0.123224050,0.015045208,-0.032191452,-1,11,0.255942879,-0.025856916,-0.002311426
 National,July 2012,All Residential,National,False,US,National,9/13/2020 2:44:56 PM,,,7/1/2012,7/31/2012,U.S.,1400,Value,2632258,-0.017192635,-0.133229982,0.970834473,0.0%,1.1%,451243,-7.5%,14.3%,2109202,-1.7%,-17.1%,68,0,-15,106,-0.017699397,0.020903688,193727,-0.029145592,0.032624303,104,-0.005213665,0.054465176,$192K,-1.2%,7.2%,4.674203264,0.276994279,-1.771240294,540501,-6.2%,3.4%,1,0.278464664,-0.013467902,0.056550423,,311357,-3.6%,23.3%,30,0.061324878,0.001051288,-0.015544746,-1,11,0.204931139,0.003596828,0.041828299
 National,March 2013,All Residential,National,False,US,National,9/13/2020 2:44:56 PM,,,3/1/2013,3/31/2013,U.S.,1400,Value,2274132,0.059383229,-0.136467547,0.973635762,0.3%,1.2%,419901,30.4%,6.6%,1758071,2.5%,-17.1%,71,-8,-22,116,0.023655144,0.078276345,217046,0.032722174,0.088120032,105,0.050563959,0.109481500,$193K,6.6%,13.2%,4.186863199,-1.138126999,-1.193821462,605960,20.0%,-2.9%,1,0.395121378,0.000188041,0.062118137,,329023,31.1%,15.2%,30,0.047958013,0.002280105,-0.011938948,-1,11,0.223695803,0.008030583,0.041037539
 National,May 2013,All Residential,National,False,US,National,9/13/2020 2:44:56 PM,,,5/1/2013,5/31/2013,U.S.,1400,Value,2502379,0.041473759,-0.073868430,0.979483762,0.2%,1.1%,534797,16.3%,15.2%,1911782,3.7%,-11.6%,54,-6,-17,120,0.008584791,0.105249474,228212,0.008537817,0.134420845,112,0.032162489,0.100968676,$209K,4.9%,12.3%,3.574778211,-0.431564232,-1.084686299,703680,2.3%,15.4%,1,0.362119112,-0.020868649,0.055583543,,417175,7.3%,24.0%,30,0.054818991,0.002712678,-0.004409802,-1,11,0.245391633,0.007378045,0.046258151
 National,July 2014,All Residential,National,False,US,National,9/13/2020 2:44:56 PM,,,7/1/2014,7/31/2014,U.S.,1400,Value,2673081,0.019318690,0.043066254,0.976975477,-0.1%,-0.3%,534616,-1.5%,-2.5%,2114760,3.6%,6.6%,46,-2,-6,125,-0.004936782,0.050166185,234370,-0.014393533,0.056051066,122,0.004858068,0.051399164,$229K,-0.2%,4.0%,3.955655933,0.196449021,0.339170694,672329,-3.8%,3.7%,1,0.310303522,-0.022271788,0.001041205,,390626,-6.4%,-1.8%,30,0.095466307,-0.001031947,0.030566672,-1,11,0.207123681,-0.007164818,-0.036640838
 National,March 2015,All Residential,National,False,US,National,9/13/2020 2:44:56 PM,,,3/1/2015,3/31/2015,U.S.,1400,Value,2418822,0.081765166,0.027599203,0.974816734,0.4%,0.2%,459391,36.6%,17.0%,1811084,3.4%,-0.5%,67,-9,-4,132,0.009917794,0.055368051,252256,0.021760709,0.063813931,121,0.038085337,0.060197960,$225K,4.8%,7.4%,3.942358302,-1.266574898,-0.695892117,703648,34.0%,9.7%,1,0.410145041,0.012415185,0.021860192,,395423,41.2%,18.9%,30,0.099065084,0.014444538,0.030941969,-1,11,0.199994901,0.019735156,0.000679769
 National,October 2015,All Residential,National,False,US,National,9/13/2020 2:44:56 PM,,,10/1/2015,10/31/2015,U.S.,1400,Value,2536770,-0.025188062,-0.028145968,0.974943355,-0.2%,0.4%,496814,-5.5%,3.4%,1930467,-3.6%,-4.9%,54,3,-7,132,-0.011675241,0.055438210,244832,-0.016892394,0.067300806,127,0.000511971,0.058298890,$233K,-0.4%,6.2%,3.885688251,0.076472119,-0.340910336,567356,-5.9%,1.9%,1,0.298791193,-0.007614731,0.029960323,,383619,-3.2%,12.2%,30,0.144679549,0.002164863,0.026390169,-1,11,0.197507877,-0.008086295,0.019144317
 National,July 2016,All Residential,National,False,US,National,9/13/2020 2:44:56 PM,,,7/1/2016,7/31/2016,U.S.,1400,Value,2522297,-0.013184081,-0.077067325,0.983718045,-0.1%,0.3%,584704,-11.6%,-6.4%,1890218,1.0%,-8.4%,41,1,-4,140,-0.002491767,0.071363017,263730,-0.017127150,0.067227002,136,-0.001737548,0.058347000,$257K,-0.9%,6.0%,3.232777267,0.402036339,-0.068687793,682255,-9.9%,-5.6%,1,0.341196486,-0.024131922,0.024124629,,470286,-8.9%,-2.5%,30,0.138065515,-0.000299447,0.000505445,-1,11,0.253217752,-0.003307825,0.023271525
 National,October 2016,All Residential,National,False,US,National,9/13/2020 2:44:56 PM,,,10/1/2016,10/31/2016,U.S.,1400,Value,2344364,-0.037053075,-0.075846648,0.978802128,-0.1%,0.4%,502638,-9.0%,1.2%,1746324,-4.6%,-9.5%,49,3,-4,141,-0.025548384,0.063834727,260669,-0.026476478,0.064688186,136,0.001085728,0.072723988,$251K,-0.6%,8.0%,3.474310936,0.158031719,-0.411377315,539693,-11.8%,-4.9%,1,0.318686109,-0.004197355,0.019894916,,397277,-4.7%,3.6%,30,0.131385706,-0.003747625,-0.013293843,-1,11,0.216170413,-0.008053854,0.018662536
 National,May 2017,All Residential,National,False,US,National,9/13/2020 2:44:56 PM,,,5/1/2017,5/31/2017,U.S.,1400,Value,2363473,0.063288688,-0.061715913,0.986998517,0.2%,0.3%,631410,22.1%,6.7%,1645405,3.7%,-10.2%,37,-4,-5,150,0.007471764,0.059418205,287642,0.001706285,0.056545695,144,0.019092240,0.068804814,$269K,2.3%,6.6%,2.605920258,-0.462152157,-0.490029756,803472,10.4%,5.9%,1,0.430038100,-0.019660443,0.029600406,,574565,15.3%,9.0%,30,0.120713462,0.013194671,-0.004018174,-1,11,0.278850326,0.013776517,0.020966537
 National,September 2017,All Residential,National,False,US,National,9/13/2020 2:44:56 PM,,,9/1/2017,9/30/2017,U.S.,1400,Value,2266057,-0.045160262,-0.069218034,0.982966865,-0.2%,0.3%,535338,-14.9%,-3.0%,1676769,-1.2%,-8.4%,42,4,-4,153,0.035057904,0.056760134,283290,0.038189561,0.058005584,146,-0.001509597,0.070467381,$268K,-0.8%,6.3%,3.132167001,0.435258939,-0.184112216,591395,-13.1%,-3.3%,1,0.340066184,-0.014930556,0.017182720,,426735,-16.5%,2.4%,30,0.137527575,-0.006946026,0.002394245,-1,11,0.243235099,-0.013727942,0.019010831
 National,October 2017,All Residential,National,False,US,National,9/13/2020 2:44:56 PM,,,10/1/2017,10/31/2017,U.S.,1400,Value,2233336,-0.014439551,-0.047359860,0.981726814,-0.1%,0.3%,526858,-1.6%,4.8%,1606239,-4.2%,-8.0%,44,1,-6,150,-0.018240863,0.064684895,274672,-0.030422206,0.053717448,146,-0.000381541,0.068898421,$268K,-0.2%,6.7%,3.048710595,-0.083456407,-0.425600342,576146,-2.6%,6.8%,1,0.347825690,0.007759506,0.029139581,,440313,3.2%,10.8%,30,0.141337467,0.003809892,0.009951762,-1,11,0.231498440,-0.011736659,0.015328027
 National,February 2019,All Residential,National,False,US,National,9/13/2020 2:44:56 PM,,,2/1/2019,2/28/2019,U.S.,1400,Value,1949693,0.013683197,0.062352818,0.977686805,0.3%,-0.3%,374990,11.6%,-0.8%,1439784,1.3%,8.5%,59,1,5,162,0.012192743,0.028432615,309464,0.035531205,0.038173361,149,0.003824909,0.032645418,$275K,1.2%,2.9%,3.839521185,-0.389409485,0.327723058,545662,2.4%,-3.9%,1,0.423257108,0.058376994,-0.056805700,,334185,8.7%,-4.9%,30,0.123842343,-0.016476061,0.019369667,-1,11,0.193420645,0.014701385,-0.033329167
 National,October 2019,All Residential,National,False,US,National,9/13/2020 2:44:56 PM,,,10/1/2019,10/31/2019,U.S.,1400,Value,2237079,-0.010518350,-0.026713814,0.981627879,-0.1%,0.1%,543858,2.1%,2.9%,1598498,-3.2%,-4.8%,44,2,0,163,-0.014182993,0.027163409,298779,-0.019764876,0.033079736,159,0.009466120,0.042051233,$293K,0.6%,5.9%,2.939178086,-0.161074276,-0.237576841,604733,-2.5%,-0.1%,1,0.331578561,-0.015206099,0.016748261,,453355,2.8%,3.5%,30,0.177986147,-0.035002457,-0.007203558,-1,11,0.220572779,-0.005414484,-0.000773683
 National,September 2012,All Residential,National,False,US,National,9/13/2020 2:44:56 PM,,,9/1/2012,9/30/2012,U.S.,1400,Value,2479901,-0.041917792,-0.139113779,0.969948351,0.0%,1.1%,392397,-19.2%,4.6%,2010080,-1.9%,-16.3%,72,2,-18,107,0.022581666,0.043400647,195515,0.022065335,0.063609483,103,-0.009261618,0.071509350,$187K,-1.8%,8.5%,5.122555559,0.902587722,-1.280398316,478355,-10.7%,0.4%,1,0.295777207,0.010312135,0.069485713,,263101,-15.8%,19.2%,30,0.058637613,-0.003900344,-0.017395482,-1,11,0.204637013,0.001592354,0.039955729
 National,November 2013,All Residential,National,False,US,National,9/13/2020 2:44:56 PM,,,11/1/2013,11/30/2013,U.S.,1400,Value,2343897,-0.061410308,0.025938570,0.972270541,-0.2%,0.3%,384211,-14.2%,-3.6%,1863258,-5.1%,2.2%,64,4,-9,114,-0.028056934,0.103894475,207826,-0.030724956,0.112399948,114,-0.005779762,0.102861481,$208K,-1.0%,9.7%,4.849567047,0.462942167,0.273220043,404909,-25.1%,5.1%,1,0.255572184,-0.014594612,-0.013505407,,275629,-14.8%,12.6%,30,0.067466164,-0.012583161,0.018577049,-1,11,0.199707082,-0.010241554,-0.002724625
 National,February 2016,All Residential,National,False,US,National,9/13/2020 2:44:56 PM,,,2/1/2016,2/29/2016,U.S.,1400,Value,2164357,0.040579178,-0.032038536,0.973454969,0.1%,0.3%,365754,7.0%,8.8%,1639331,2.2%,-6.4%,68,3,-8,138,0.024352663,0.055608959,262763,0.037877677,0.064318765,124,-0.008724606,0.062881749,$227K,-0.3%,5.8%,4.482058895,-0.210237401,-0.726874306,584717,17.4%,11.4%,1,0.424217064,0.078760056,0.026487207,,324178,22.2%,15.7%,30,0.138248520,0.029762094,0.053627974,-1,11,0.196070066,0.011416549,0.015810321
 National,January 2017,All Residential,National,False,US,National,9/13/2020 2:44:56 PM,,,1/1/2017,1/31/2017,U.S.,1400,Value,1908015,-0.010527567,-0.082665162,0.975452242,-0.1%,0.3%,361174,-27.5%,5.6%,1415212,-0.8%,-11.8%,59,4,-6,143,0.067914494,0.061825121,266624,0.088424476,0.053128853,135,-0.008126687,0.079819476,$247K,-2.8%,8.1%,3.918361333,1.052729864,-0.773934962,506535,52.7%,1.7%,1,0.379092375,0.094565891,0.033635368,,299027,1.5%,12.7%,30,0.106098567,0.024649761,-0.002387859,-1,11,0.196758643,-0.005191239,0.012105126
